==================================================24/03/2024 19:08:53==================================================
(epoch: 1, iters: 20, errors: 1, time: 5.71e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 28.5, b_SSIM: 94.300%, l_SSIM: 54.600%
(epoch: 2, iters: 20, errors: 2, time: 1.91e+02s) a_loss: 0.206, a_SSIM: 79.400%, a_time: 9.57, b_SSIM: 90.800%, l_SSIM: 52.500%
(epoch: 2, iters: 20, errors: 0, time: 1.95e+02s) a_loss: 0.149, a_SSIM: 85.100%, a_time: 9.73, b_SSIM: 97.300%, l_SSIM: 60.100%
(epoch: 2, iters: 20, errors: 0, time: 2e+02s) a_loss: 0.224, a_SSIM: 77.600%, a_time: 10.0, b_SSIM: 94.400%, l_SSIM: 12.300%
(epoch: 2, iters: 20, errors: 0, time: 1.94e+02s) a_loss: 0.144, a_SSIM: 85.600%, a_time: 9.68, b_SSIM: 96.600%, l_SSIM: 68.200%
(epoch: 2, iters: 20, errors: 0, time: 1.92e+02s) a_loss: 0.17, a_SSIM: 83.000%, a_time: 9.59, b_SSIM: 94.900%, l_SSIM: 53.700%
(epoch: 2, iters: 20, errors: 0, time: 1.94e+02s) a_loss: 0.14, a_SSIM: 86.000%, a_time: 9.71, b_SSIM: 94.700%, l_SSIM: 74.500%
(epoch: 2, iters: 20, errors: 0, time: 1.92e+02s) a_loss: 0.182, a_SSIM: 81.800%, a_time: 9.6, b_SSIM: 96.200%, l_SSIM: 49.100%
(epoch: 2, iters: 20, errors: 1, time: 1.91e+02s) a_loss: 0.21, a_SSIM: 79.000%, a_time: 9.56, b_SSIM: 97.500%, l_SSIM: 42.600%
(epoch: 2, iters: 20, errors: 4, time: 1.98e+02s) a_loss: 0.186, a_SSIM: 81.400%, a_time: 9.91, b_SSIM: 93.300%, l_SSIM: 45.200%
(epoch: 2, iters: 20, errors: 0, time: 1.95e+02s) a_loss: 0.193, a_SSIM: 80.700%, a_time: 9.75, b_SSIM: 94.800%, l_SSIM: 61.300%
(epoch: 2, iters: 20, errors: 1, time: 1.95e+02s) a_loss: 0.227, a_SSIM: 77.300%, a_time: 9.75, b_SSIM: 94.700%, l_SSIM: 29.500%
(epoch: 2, iters: 20, errors: 1, time: 1.95e+02s) a_loss: 0.216, a_SSIM: 78.400%, a_time: 9.74, b_SSIM: 96.500%, l_SSIM: 33.200%
(epoch: 2, iters: 20, errors: 1, time: 1.94e+02s) a_loss: 0.185, a_SSIM: 81.500%, a_time: 9.68, b_SSIM: 91.700%, l_SSIM: 51.300%
(epoch: 2, iters: 20, errors: 1, time: 1.96e+02s) a_loss: 0.203, a_SSIM: 79.700%, a_time: 9.78, b_SSIM: 93.700%, l_SSIM: 51.900%
(epoch: 2, iters: 20, errors: 0, time: 1.95e+02s) a_loss: 0.171, a_SSIM: 82.900%, a_time: 9.75, b_SSIM: 95.100%, l_SSIM: 44.700%
(epoch: 2, iters: 20, errors: 0, time: 1.94e+02s) a_loss: 0.14, a_SSIM: 86.000%, a_time: 9.71, b_SSIM: 95.500%, l_SSIM: 69.600%
(epoch: 2, iters: 20, errors: 0, time: 1.94e+02s) a_loss: 0.164, a_SSIM: 83.600%, a_time: 9.72, b_SSIM: 96.700%, l_SSIM: 38.200%
(epoch: 2, iters: 20, errors: 2, time: 1.94e+02s) a_loss: 0.21, a_SSIM: 79.000%, a_time: 9.72, b_SSIM: 96.100%, l_SSIM: 51.300%
(epoch: 2, iters: 20, errors: 1, time: 1.95e+02s) a_loss: 0.166, a_SSIM: 83.400%, a_time: 9.74, b_SSIM: 91.100%, l_SSIM: 65.000%
(epoch: 2, iters: 20, errors: 1, time: 2.01e+02s) a_loss: 0.165, a_SSIM: 83.500%, a_time: 10.1, b_SSIM: 93.400%, l_SSIM: 53.400%
(epoch: 2, iters: 20, errors: 0, time: 1.98e+02s) a_loss: 0.209, a_SSIM: 79.100%, a_time: 9.9, b_SSIM: 96.400%, l_SSIM: 49.900%
(epoch: 2, iters: 20, errors: 2, time: 1.97e+02s) a_loss: 0.203, a_SSIM: 79.700%, a_time: 9.85, b_SSIM: 92.000%, l_SSIM: 60.900%
(epoch: 2, iters: 20, errors: 1, time: 2e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 9.98, b_SSIM: 92.200%, l_SSIM: 58.400%
(epoch: 2, iters: 20, errors: 2, time: 1.91e+02s) a_loss: 0.208, a_SSIM: 79.200%, a_time: 9.53, b_SSIM: 95.800%, l_SSIM: 57.800%
(epoch: 2, iters: 20, errors: 0, time: 1.89e+02s) a_loss: 0.141, a_SSIM: 85.900%, a_time: 9.45, b_SSIM: 95.100%, l_SSIM: 73.200%
(epoch: 2, iters: 20, errors: 1, time: 1.94e+02s) a_loss: 0.177, a_SSIM: 82.300%, a_time: 9.68, b_SSIM: 97.000%, l_SSIM: 60.500%
(epoch: 2, iters: 20, errors: 0, time: 1.91e+02s) a_loss: 0.16, a_SSIM: 84.000%, a_time: 9.57, b_SSIM: 92.500%, l_SSIM: 66.700%
(epoch: 2, iters: 20, errors: 0, time: 1.95e+02s) a_loss: 0.177, a_SSIM: 82.300%, a_time: 9.77, b_SSIM: 94.300%, l_SSIM: 65.300%
(epoch: 2, iters: 20, errors: 0, time: 1.98e+02s) a_loss: 0.177, a_SSIM: 82.300%, a_time: 9.91, b_SSIM: 96.500%, l_SSIM: 42.100%
(epoch: 2, iters: 20, errors: 0, time: 1.99e+02s) a_loss: 0.245, a_SSIM: 75.500%, a_time: 9.93, b_SSIM: 96.900%, l_SSIM: 35.700%
(epoch: 2, iters: 20, errors: 2, time: 1.95e+02s) a_loss: 0.18, a_SSIM: 82.000%, a_time: 9.73, b_SSIM: 97.800%, l_SSIM: 41.400%
(epoch: 2, iters: 20, errors: 2, time: 1.98e+02s) a_loss: 0.172, a_SSIM: 82.800%, a_time: 9.88, b_SSIM: 97.700%, l_SSIM: 13.200%
(epoch: 2, iters: 20, errors: 3, time: 1.94e+02s) a_loss: 0.202, a_SSIM: 79.800%, a_time: 9.69, b_SSIM: 93.600%, l_SSIM: 61.600%
(epoch: 2, iters: 20, errors: 2, time: 1.92e+02s) a_loss: 0.227, a_SSIM: 77.300%, a_time: 9.59, b_SSIM: 92.700%, l_SSIM: 13.800%
(epoch: 2, iters: 20, errors: 1, time: 1.94e+02s) a_loss: 0.155, a_SSIM: 84.500%, a_time: 9.7, b_SSIM: 96.400%, l_SSIM: 42.200%
(epoch: 2, iters: 20, errors: 1, time: 2.06e+02s) a_loss: 0.174, a_SSIM: 82.600%, a_time: 10.3, b_SSIM: 96.500%, l_SSIM: 63.300%
(epoch: 2, iters: 20, errors: 1, time: 1.92e+02s) a_loss: 0.191, a_SSIM: 80.900%, a_time: 9.59, b_SSIM: 91.900%, l_SSIM: 57.500%
(epoch: 2, iters: 20, errors: 1, time: 1.94e+02s) a_loss: 0.188, a_SSIM: 81.200%, a_time: 9.68, b_SSIM: 93.500%, l_SSIM: 62.800%
(epoch: 2, iters: 20, errors: 1, time: 1.97e+02s) a_loss: 0.166, a_SSIM: 83.400%, a_time: 9.83, b_SSIM: 91.600%, l_SSIM: 65.200%
(epoch: 2, iters: 20, errors: 0, time: 1.94e+02s) a_loss: 0.161, a_SSIM: 83.900%, a_time: 9.72, b_SSIM: 94.700%, l_SSIM: 61.400%
(epoch: 2, iters: 20, errors: 2, time: 1.95e+02s) a_loss: 0.191, a_SSIM: 80.900%, a_time: 9.76, b_SSIM: 92.900%, l_SSIM: 64.600%
(epoch: 2, iters: 20, errors: 0, time: 1.88e+02s) a_loss: 0.189, a_SSIM: 81.100%, a_time: 9.4, b_SSIM: 95.100%, l_SSIM: 61.900%
(epoch: 2, iters: 20, errors: 0, time: 1.89e+02s) a_loss: 0.202, a_SSIM: 79.800%, a_time: 9.47, b_SSIM: 93.800%, l_SSIM: 28.100%
(epoch: 2, iters: 20, errors: 1, time: 1.96e+02s) a_loss: 0.139, a_SSIM: 86.100%, a_time: 9.79, b_SSIM: 96.800%, l_SSIM: 74.700%
(epoch: 2, iters: 20, errors: 0, time: 1.96e+02s) a_loss: 0.183, a_SSIM: 81.700%, a_time: 9.82, b_SSIM: 95.600%, l_SSIM: 59.600%
(epoch: 2, iters: 20, errors: 1, time: 1.96e+02s) a_loss: 0.174, a_SSIM: 82.600%, a_time: 9.82, b_SSIM: 94.000%, l_SSIM: 58.400%
(epoch: 2, iters: 20, errors: 2, time: 1.93e+02s) a_loss: 0.15, a_SSIM: 85.000%, a_time: 9.67, b_SSIM: 93.800%, l_SSIM: 65.300%
(epoch: 2, iters: 20, errors: 1, time: 2.03e+02s) a_loss: 0.181, a_SSIM: 81.900%, a_time: 10.2, b_SSIM: 96.100%, l_SSIM: 58.700%
(epoch: 2, iters: 20, errors: 0, time: 1.92e+02s) a_loss: 0.148, a_SSIM: 85.200%, a_time: 9.62, b_SSIM: 96.300%, l_SSIM: 68.400%
(epoch: 3, iters: 20, errors: 0, time: 1.9e+02s) a_loss: 0.00793, a_SSIM: 99.200%, a_time: 9.48, b_SSIM: 95.400%, l_SSIM: 68.500%
(epoch: 3, iters: 20, errors: 0, time: 1.95e+02s) a_loss: 0.157, a_SSIM: 84.300%, a_time: 9.73, b_SSIM: 93.100%, l_SSIM: 54.800%
(epoch: 3, iters: 20, errors: 1, time: 2.08e+02s) a_loss: 0.16, a_SSIM: 84.000%, a_time: 10.4, b_SSIM: 94.200%, l_SSIM: 72.800%
(epoch: 3, iters: 20, errors: 0, time: 2.06e+02s) a_loss: 0.18, a_SSIM: 82.000%, a_time: 10.3, b_SSIM: 92.800%, l_SSIM: 58.800%
(epoch: 3, iters: 20, errors: 2, time: 2.05e+02s) a_loss: 0.162, a_SSIM: 83.800%, a_time: 10.3, b_SSIM: 91.400%, l_SSIM: 68.600%
(epoch: 3, iters: 20, errors: 1, time: 2.07e+02s) a_loss: 0.177, a_SSIM: 82.300%, a_time: 10.4, b_SSIM: 96.500%, l_SSIM: 33.800%
(epoch: 3, iters: 20, errors: 1, time: 2.09e+02s) a_loss: 0.155, a_SSIM: 84.500%, a_time: 10.4, b_SSIM: 93.300%, l_SSIM: 62.300%
(epoch: 3, iters: 20, errors: 4, time: 2.07e+02s) a_loss: 0.157, a_SSIM: 84.300%, a_time: 10.3, b_SSIM: 96.300%, l_SSIM: 68.900%
(epoch: 3, iters: 20, errors: 1, time: 2.11e+02s) a_loss: 0.235, a_SSIM: 76.500%, a_time: 10.6, b_SSIM: 90.100%, l_SSIM: 28.800%
(epoch: 3, iters: 20, errors: 1, time: 2.05e+02s) a_loss: 0.176, a_SSIM: 82.400%, a_time: 10.3, b_SSIM: 96.600%, l_SSIM: 41.900%
(epoch: 3, iters: 20, errors: 0, time: 2.12e+02s) a_loss: 0.209, a_SSIM: 79.100%, a_time: 10.6, b_SSIM: 93.800%, l_SSIM: 52.200%
(epoch: 3, iters: 20, errors: 2, time: 2.08e+02s) a_loss: 0.212, a_SSIM: 78.800%, a_time: 10.4, b_SSIM: 97.500%, l_SSIM: 43.400%
(epoch: 3, iters: 20, errors: 1, time: 2.07e+02s) a_loss: 0.198, a_SSIM: 80.200%, a_time: 10.3, b_SSIM: 92.500%, l_SSIM: 52.600%
(epoch: 3, iters: 20, errors: 0, time: 2.03e+02s) a_loss: 0.209, a_SSIM: 79.100%, a_time: 10.2, b_SSIM: 92.900%, l_SSIM: 50.700%
(epoch: 3, iters: 20, errors: 1, time: 2.13e+02s) a_loss: 0.175, a_SSIM: 82.500%, a_time: 10.6, b_SSIM: 97.200%, l_SSIM: 65.800%
(epoch: 3, iters: 20, errors: 1, time: 2.26e+02s) a_loss: 0.193, a_SSIM: 80.700%, a_time: 11.3, b_SSIM: 95.400%, l_SSIM: 53.800%
(epoch: 3, iters: 20, errors: 0, time: 2.12e+02s) a_loss: 0.212, a_SSIM: 78.800%, a_time: 10.6, b_SSIM: 94.200%, l_SSIM: 44.200%
